iStep Time x y z Wx Wy Wz
       464  1.16000E+01  1.60970E+00  1.69971E+00  1.60000E+00  4.95056E-01  1.43230E-02  0.00000E+00
       465  1.16250E+01  1.62059E+00  1.69757E+00  1.60000E+00  4.85900E-01 -9.55629E-02  0.00000E+00
       466  1.16500E+01  1.63073E+00  1.69307E+00  1.60000E+00  4.52667E-01 -2.00688E-01  0.00000E+00
       467  1.16750E+01  1.63962E+00  1.68644E+00  1.60000E+00  3.97009E-01 -2.95848E-01  0.00000E+00
       468  1.17000E+01  1.64683E+00  1.67801E+00  1.60000E+00  3.21686E-01 -3.76340E-01  0.00000E+00
       469  1.17250E+01  1.65199E+00  1.66819E+00  1.60000E+00  2.30433E-01 -4.38179E-01  0.00000E+00
       470  1.17500E+01  1.65485E+00  1.65748E+00  1.60000E+00  1.27763E-01 -4.78300E-01  0.00000E+00
       471  1.17750E+01  1.65527E+00  1.64639E+00  1.60000E+00  1.87596E-02 -4.94711E-01  0.00000E+00
       472  1.18000E+01  1.65323E+00  1.63549E+00  1.60000E+00 -9.11727E-02 -4.86588E-01  0.00000E+00
       473  1.18250E+01  1.64883E+00  1.62531E+00  1.60000E+00 -1.96580E-01 -4.54350E-01  0.00000E+00
       474  1.18500E+01  1.64228E+00  1.61636E+00  1.60000E+00 -2.92237E-01 -3.99597E-01  0.00000E+00
       475  1.18750E+01  1.63391E+00  1.60908E+00  1.60000E+00 -3.73408E-01 -3.25040E-01  0.00000E+00
       476  1.19000E+01  1.62414E+00  1.60383E+00  1.60000E+00 -4.36078E-01 -2.34375E-01  0.00000E+00
       477  1.19250E+01  1.61345E+00  1.60087E+00  1.60000E+00 -4.77143E-01 -1.32093E-01  0.00000E+00
       478  1.19500E+01  1.60237E+00  1.60035E+00  1.60000E+00 -4.94557E-01 -2.32498E-02  0.00000E+00
       479  1.19750E+01  1.59145E+00  1.60229E+00  1.60000E+00 -4.87427E-01  8.67584E-02  0.00000E+00
       480  1.20000E+01  1.58123E+00  1.60660E+00  1.60000E+00 -4.56098E-01  1.92456E-01  0.00000E+00
       481  1.20250E+01  1.57222E+00  1.61307E+00  1.60000E+00 -4.02160E-01  2.88590E-01  0.00000E+00
       482  1.20500E+01  1.56487E+00  1.62137E+00  1.60000E+00 -3.28296E-01  3.70402E-01  0.00000E+00
       483  1.20750E+01  1.55953E+00  1.63109E+00  1.60000E+00 -2.38175E-01  4.33850E-01  0.00000E+00
       484  1.21000E+01  1.55648E+00  1.64175E+00  1.60000E+00 -1.36266E-01  4.75793E-01  0.00000E+00
       485  1.21250E+01  1.55586E+00  1.65282E+00  1.60000E+00 -2.76064E-02  4.94151E-01  0.00000E+00
       486  1.21500E+01  1.55771E+00  1.66375E+00  1.60000E+00  8.24206E-02  4.88000E-01  0.00000E+00
       487  1.21750E+01  1.56193E+00  1.67401E+00  1.60000E+00  1.88355E-01  4.57661E-01  0.00000E+00
       488  1.22000E+01  1.56831E+00  1.68308E+00  1.60000E+00  2.84951E-01  4.04644E-01  0.00000E+00
       489  1.22250E+01  1.57654E+00  1.69050E+00  1.60000E+00  3.67429E-01  3.31570E-01  0.00000E+00
       490  1.22500E+01  1.58622E+00  1.69593E+00  1.60000E+00  4.31701E-01  2.42059E-01  0.00000E+00
       491  1.22750E+01  1.59685E+00  1.69908E+00  1.60000E+00  4.74570E-01  1.40541E-01  0.00000E+00
       492  1.23000E+01  1.60792E+00  1.69979E+00  1.60000E+00  4.93884E-01  3.20430E-02  0.00000E+00
       493  1.23250E+01  1.61886E+00  1.69805E+00  1.60000E+00  4.88671E-01 -7.80397E-02  0.00000E+00
       494  1.23500E+01  1.62916E+00  1.69392E+00  1.60000E+00  4.59237E-01 -1.84230E-01  0.00000E+00
       495  1.23750E+01  1.63828E+00  1.68762E+00  1.60000E+00  4.07046E-01 -2.81265E-01  0.00000E+00
       496  1.24000E+01  1.64578E+00  1.67945E+00  1.60000E+00  3.34689E-01 -3.64350E-01  0.00000E+00
       497  1.24250E+01  1.65128E+00  1.66983E+00  1.60000E+00  2.45754E-01 -4.29368E-01  0.00000E+00
       498  1.24500E+01  1.65452E+00  1.65923E+00  1.60000E+00  1.44642E-01 -4.73101E-01  0.00000E+00
       499  1.24750E+01  1.65534E+00  1.64817E+00  1.60000E+00  3.63604E-02 -4.93378E-01  0.00000E+00
       500  1.25000E+01  1.65369E+00  1.63721E+00  1.60000E+00 -7.37236E-02 -4.89180E-01  0.00000E+00
       501  1.25250E+01  1.64965E+00  1.62689E+00  1.60000E+00 -1.80147E-01 -4.60731E-01  0.00000E+00
       502  1.25500E+01  1.64343E+00  1.61771E+00  1.60000E+00 -2.77632E-01 -4.09446E-01  0.00000E+00
       503  1.25750E+01  1.63533E+00  1.61014E+00  1.60000E+00 -3.61350E-01 -3.37864E-01  0.00000E+00
       504  1.26000E+01  1.62576E+00  1.60455E+00  1.60000E+00 -4.27160E-01 -2.49535E-01  0.00000E+00
       505  1.26250E+01  1.61519E+00  1.60122E+00  1.60000E+00 -4.71803E-01 -1.48836E-01  0.00000E+00
       506  1.26500E+01  1.60414E+00  1.60030E+00  1.60000E+00 -4.93056E-01 -4.07460E-02  0.00000E+00
       507  1.26750E+01  1.59316E+00  1.60186E+00  1.60000E+00 -4.89837E-01  6.93786E-02  0.00000E+00
       508  1.27000E+01  1.58280E+00  1.60580E+00  1.60000E+00 -4.62289E-01  1.76057E-01  0.00000E+00
       509  1.27250E+01  1.57358E+00  1.61194E+00  1.60000E+00 -4.11819E-01  2.73983E-01  0.00000E+00
       510  1.27500E+01  1.56594E+00  1.61997E+00  1.60000E+00 -3.40937E-01  3.58307E-01  0.00000E+00
       511  1.27750E+01  1.56026E+00  1.62949E+00  1.60000E+00 -2.53166E-01  4.24858E-01  0.00000E+00
       512  1.28000E+01  1.55684E+00  1.64003E+00  1.60000E+00 -1.52862E-01  4.70344E-01  0.00000E+00
       513  1.28250E+01  1.55583E+00  1.65107E+00  1.60000E+00 -4.49845E-02  4.92511E-01  0.00000E+00
       514  1.28500E+01  1.55729E+00  1.66205E+00  1.60000E+00  6.51241E-02  4.90245E-01  0.00000E+00
       515  1.28750E+01  1.56114E+00  1.67245E+00  1.60000E+00  1.71999E-01  4.63672E-01  0.00000E+00
       516  1.29000E+01  1.56720E+00  1.68173E+00  1.60000E+00  2.70343E-01  4.14114E-01  0.00000E+00
       517  1.29250E+01  1.57516E+00  1.68943E+00  1.60000E+00  3.55289E-01  3.44025E-01  0.00000E+00
       518  1.29500E+01  1.58463E+00  1.69519E+00  1.60000E+00  4.22626E-01  2.56878E-01  0.00000E+00
       519  1.29750E+01  1.59514E+00  1.69871E+00  1.60000E+00  4.69006E-01  1.56986E-01  0.00000E+00
       520  1.30000E+01  1.60617E+00  1.69981E+00  1.60000E+00  4.92107E-01  4.92973E-02  0.00000E+00
       521  1.30250E+01  1.61717E+00  1.69845E+00  1.60000E+00  4.90758E-01 -6.08360E-02  0.00000E+00
       522  1.30500E+01  1.62759E+00  1.69469E+00  1.60000E+00  4.65072E-01 -1.67930E-01  0.00000E+00
       523  1.30750E+01  1.63692E+00  1.68871E+00  1.60000E+00  4.16335E-01 -2.66675E-01  0.00000E+00
       524  1.31000E+01  1.64470E+00  1.68082E+00  1.60000E+00  3.46963E-01 -3.52186E-01  0.00000E+00
       525  1.31250E+01  1.65053E+00  1.67140E+00  1.60000E+00  2.60399E-01 -4.20230E-01  0.00000E+00
       526  1.31500E+01  1.65414E+00  1.66092E+00  1.60000E+00  1.60931E-01 -4.67434E-01  0.00000E+00
       527  1.31750E+01  1.65534E+00  1.64991E+00  1.60000E+00  5.34831E-02 -4.91457E-01  0.00000E+00
       528  1.32000E+01  1.65407E+00  1.63890E+00  1.60000E+00 -5.66165E-02 -4.91096E-01  0.00000E+00
       529  1.32250E+01  1.65040E+00  1.62845E+00  1.60000E+00 -1.63903E-01 -4.66378E-01  0.00000E+00
       530  1.32500E+01  1.64450E+00  1.61907E+00  1.60000E+00 -2.63053E-01 -4.18539E-01  0.00000E+00
       531  1.32750E+01  1.63668E+00  1.61123E+00  1.60000E+00 -3.49154E-01 -3.49946E-01  0.00000E+00
       532  1.33000E+01  1.62731E+00  1.60531E+00  1.60000E+00 -4.17946E-01 -2.64002E-01  0.00000E+00
       533  1.33250E+01  1.61686E+00  1.60162E+00  1.60000E+00 -4.66022E-01 -1.64969E-01  0.00000E+00
       534  1.33500E+01  1.60586E+00  1.60032E+00  1.60000E+00 -4.90993E-01 -5.77436E-02  0.00000E+00
       535  1.33750E+01  1.59484E+00  1.60150E+00  1.60000E+00 -4.91593E-01  5.23605E-02  0.00000E+00
       536  1.34000E+01  1.58436E+00  1.60508E+00  1.60000E+00 -4.67767E-01  1.59866E-01  0.00000E+00
       537  1.34250E+01  1.57493E+00  1.61089E+00  1.60000E+00 -4.20736E-01  2.59421E-01  0.00000E+00
       538  1.34500E+01  1.56702E+00  1.61865E+00  1.60000E+00 -3.52847E-01  3.46090E-01  0.00000E+00
       539  1.34750E+01  1.56103E+00  1.62796E+00  1.60000E+00 -2.67473E-01  4.15587E-01  0.00000E+00
       540  1.35000E+01  1.55724E+00  1.63837E+00  1.60000E+00 -1.68852E-01  4.64474E-01  0.00000E+00
       541  1.35250E+01  1.55586E+00  1.64936E+00  1.60000E+00 -6.18629E-02  4.90326E-01  0.00000E+00
       542  1.35500E+01  1.55694E+00  1.66039E+00  1.60000E+00  4.81961E-02  4.91851E-01  0.00000E+00
       543  1.35750E+01  1.56043E+00  1.67090E+00  1.60000E+00  1.55861E-01  4.68976E-01  0.00000E+00
       544  1.36000E+01  1.56616E+00  1.68037E+00  1.60000E+00  2.55793E-01  4.22849E-01  0.00000E+00
       545  1.36250E+01  1.57385E+00  1.68835E+00  1.60000E+00  3.43044E-01  3.55753E-01  0.00000E+00
       546  1.36500E+01  1.58312E+00  1.69442E+00  1.60000E+00  4.13289E-01  2.71011E-01  0.00000E+00
       547  1.36750E+01  1.59349E+00  1.69829E+00  1.60000E+00  4.63037E-01  1.72823E-01  0.00000E+00
       548  1.37000E+01  1.60447E+00  1.69977E+00  1.60000E+00  4.89800E-01  6.60494E-02  0.00000E+00
       549  1.37250E+01  1.61550E+00  1.69879E+00  1.60000E+00  4.92221E-01 -4.40044E-02  0.00000E+00
       550  1.37500E+01  1.62604E+00  1.69539E+00  1.60000E+00  4.70219E-01 -1.51856E-01  0.00000E+00
       551  1.37750E+01  1.63557E+00  1.68973E+00  1.60000E+00  4.24904E-01 -2.52152E-01  0.00000E+00
       552  1.38000E+01  1.64360E+00  1.68211E+00  1.60000E+00  3.58524E-01 -3.39930E-01  0.00000E+00
       553  1.38250E+01  1.64975E+00  1.67291E+00  1.60000E+00  2.74373E-01 -4.10843E-01  0.00000E+00
       554  1.38500E+01  1.65371E+00  1.66256E+00  1.60000E+00  1.76624E-01 -4.61377E-01  0.00000E+00
       555  1.38750E+01  1.65528E+00  1.65160E+00  1.60000E+00  7.01137E-02 -4.89025E-01  0.00000E+00
       556  1.39000E+01  1.65439E+00  1.64057E+00  1.60000E+00 -3.98750E-02 -4.92407E-01  0.00000E+00
       557  1.39250E+01  1.65107E+00  1.63000E+00  1.60000E+00 -1.47883E-01 -4.71356E-01  0.00000E+00
       558  1.39500E+01  1.64550E+00  1.62043E+00  1.60000E+00 -2.48548E-01 -4.26930E-01  0.00000E+00
       559  1.39750E+01  1.63795E+00  1.61233E+00  1.60000E+00 -3.36879E-01 -3.61328E-01  0.00000E+00
       560  1.40000E+01  1.62879E+00  1.60611E+00  1.60000E+00 -4.08503E-01 -2.77806E-01  0.00000E+00
       561  1.40250E+01  1.61849E+00  1.60206E+00  1.60000E+00 -4.59872E-01 -1.80507E-01  0.00000E+00
       562  1.40500E+01  1.60754E+00  1.60040E+00  1.60000E+00 -4.88437E-01 -7.42460E-02  0.00000E+00
       563  1.40750E+01  1.59649E+00  1.60120E+00  1.60000E+00 -4.92757E-01  3.57143E-02  0.00000E+00
       564  1.41000E+01  1.58590E+00  1.60442E+00  1.60000E+00 -4.72586E-01  1.43905E-01  0.00000E+00
       565  1.41250E+01  1.57629E+00  1.60991E+00  1.60000E+00 -4.28961E-01  2.44936E-01  0.00000E+00
       566  1.41500E+01  1.56813E+00  1.61739E+00  1.60000E+00 -3.64063E-01  3.33796E-01  0.00000E+00
       567  1.41750E+01  1.56183E+00  1.62650E+00  1.60000E+00 -2.81116E-01  4.06087E-01  0.00000E+00
       568  1.42000E+01  1.55770E+00  1.63677E+00  1.60000E+00 -1.84242E-01  4.58233E-01  0.00000E+00
       569  1.42250E+01  1.55594E+00  1.64770E+00  1.60000E+00 -7.82371E-02  4.87649E-01  0.00000E+00
       570  1.42500E+01  1.55665E+00  1.65875E+00  1.60000E+00  3.16506E-02  4.92865E-01  0.00000E+00
       571  1.42750E+01  1.55979E+00  1.66936E+00  1.60000E+00  1.39965E-01  4.73622E-01  0.00000E+00
       572  1.43000E+01  1.56520E+00  1.67902E+00  1.60000E+00  2.41332E-01  4.30890E-01  0.00000E+00
       573  1.43250E+01  1.57261E+00  1.68724E+00  1.60000E+00  3.30731E-01  3.66784E-01  0.00000E+00
       574  1.43500E+01  1.58166E+00  1.69362E+00  1.60000E+00  4.03730E-01  2.84483E-01  0.00000E+00
       575  1.43750E+01  1.59190E+00  1.69784E+00  1.60000E+00  4.56703E-01  1.88063E-01  0.00000E+00
       576  1.44000E+01  1.60281E+00  1.69968E+00  1.60000E+00  4.87004E-01  8.23008E-02  0.00000E+00
       577  1.44250E+01  1.61387E+00  1.69906E+00  1.60000E+00  4.93095E-01 -2.75520E-02  0.00000E+00
       578  1.44500E+01  1.62451E+00  1.69601E+00  1.60000E+00  4.74707E-01 -1.36021E-01  0.00000E+00
       579  1.44750E+01  1.63421E+00  1.69069E+00  1.60000E+00  4.32778E-01 -2.37716E-01  0.00000E+00
       580  1.45000E+01  1.64249E+00  1.68334E+00  1.60000E+00  3.69386E-01 -3.27604E-01  0.00000E+00
       581  1.45250E+01  1.64894E+00  1.67435E+00  1.60000E+00  2.87680E-01 -4.01235E-01  0.00000E+00
       582  1.45500E+01  1.65324E+00  1.66415E+00  1.60000E+00  1.91713E-01 -4.54958E-01  0.00000E+00
       583  1.45750E+01  1.65517E+00  1.65325E+00  1.60000E+00  8.62348E-02 -4.86108E-01  0.00000E+00
       584  1.46000E+01  1.65464E+00  1.64220E+00  1.60000E+00 -2.35228E-02 -4.93131E-01  0.00000E+00
       585  1.46250E+01  1.65168E+00  1.63153E+00  1.60000E+00 -1.32110E-01 -4.75676E-01  0.00000E+00
       586  1.46500E+01  1.64643E+00  1.62179E+00  1.60000E+00 -2.34136E-01 -4.34626E-01  0.00000E+00
       587  1.46750E+01  1.63916E+00  1.61345E+00  1.60000E+00 -3.24539E-01 -3.72013E-01  0.00000E+00
       588  1.47000E+01  1.63022E+00  1.60693E+00  1.60000E+00 -3.98843E-01 -2.90945E-01  0.00000E+00
       589  1.47250E+01  1.62005E+00  1.60255E+00  1.60000E+00 -4.53366E-01 -1.95445E-01  0.00000E+00
       590  1.47500E+01  1.60917E+00  1.60053E+00  1.60000E+00 -4.85402E-01 -9.02408E-02  0.00000E+00
       591  1.47750E+01  1.59811E+00  1.60096E+00  1.60000E+00 -4.93342E-01  1.94570E-02  0.00000E+00
       592  1.48000E+01  1.58743E+00  1.60383E+00  1.60000E+00 -4.76757E-01  1.28196E-01  0.00000E+00
       593  1.48250E+01  1.57764E+00  1.60900E+00  1.60000E+00 -4.36498E-01  2.30554E-01  0.00000E+00
       594  1.48500E+01  1.56924E+00  1.61621E+00  1.60000E+00 -3.74584E-01  3.21450E-01  0.00000E+00
       595  1.48750E+01  1.56265E+00  1.62510E+00  1.60000E+00 -2.94094E-01  3.96385E-01  0.00000E+00
       596  1.49000E+01  1.55819E+00  1.63522E+00  1.60000E+00 -1.99029E-01  4.51649E-01  0.00000E+00
       597  1.49250E+01  1.55608E+00  1.64608E+00  1.60000E+00 -9.41006E-02  4.84502E-01  0.00000E+00
       598  1.49500E+01  1.55643E+00  1.65714E+00  1.60000E+00  1.54975E-02  4.93308E-01  0.00000E+00
       599  1.49750E+01  1.55921E+00  1.66785E+00  1.60000E+00  1.24324E-01  4.77625E-01  0.00000E+00
       600  1.50000E+01  1.56430E+00  1.67767E+00  1.60000E+00  2.26975E-01  4.38248E-01  0.00000E+00
       601  1.50250E+01  1.57144E+00  1.68613E+00  1.60000E+00  3.18367E-01  3.77129E-01  0.00000E+00
       602  1.50500E+01  1.58027E+00  1.69279E+00  1.60000E+00  3.93970E-01  2.97295E-01  0.00000E+00
       603  1.50750E+01  1.59036E+00  1.69734E+00  1.60000E+00  4.50027E-01  2.02705E-01  0.00000E+00
       604  1.51000E+01  1.60120E+00  1.69954E+00  1.60000E+00  4.83740E-01  9.80449E-02  0.00000E+00
       605  1.51250E+01  1.61227E+00  1.69928E+00  1.60000E+00  4.93402E-01 -1.14906E-02  0.00000E+00
       606  1.51500E+01  1.62299E+00  1.69658E+00  1.60000E+00  4.78558E-01 -1.20442E-01  0.00000E+00
       607  1.51750E+01  1.63286E+00  1.69157E+00  1.60000E+00  4.39973E-01 -2.23391E-01  0.00000E+00
       608  1.52000E+01  1.64137E+00  1.68450E+00  1.60000E+00  3.79563E-01 -3.15239E-01  0.00000E+00
       609  1.52250E+01  1.64810E+00  1.67573E+00  1.60000E+00  3.00331E-01 -3.91438E-01  0.00000E+00
       610  1.52500E+01  1.65272E+00  1.66568E+00  1.60000E+00  2.06207E-01 -4.48209E-01  0.00000E+00
       611  1.52750E+01  1.65501E+00  1.65485E+00  1.60000E+00  1.01850E-01 -4.82737E-01  0.00000E+00
       612  1.53000E+01  1.65484E+00  1.64379E+00  1.60000E+00 -7.56195E-03 -4.93301E-01  0.00000E+00
       613  1.53250E+01  1.65222E+00  1.63305E+00  1.60000E+00 -1.16597E-01 -4.79369E-01  0.00000E+00
       614  1.53500E+01  1.64730E+00  1.62315E+00  1.60000E+00 -2.19838E-01 -4.41653E-01  0.00000E+00
       615  1.53750E+01  1.64030E+00  1.61458E+00  1.60000E+00 -3.12162E-01 -3.82022E-01  0.00000E+00
       616  1.54000E+01  1.63158E+00  1.60778E+00  1.60000E+00 -3.88996E-01 -3.03433E-01  0.00000E+00
       617  1.54250E+01  1.62156E+00  1.60307E+00  1.60000E+00 -4.46532E-01 -2.09789E-01  0.00000E+00
       618  1.54500E+01  1.61076E+00  1.60070E+00  1.60000E+00 -4.81914E-01 -1.05729E-01  0.00000E+00
       619  1.54750E+01  1.59970E+00  1.60078E+00  1.60000E+00 -4.93372E-01  3.59345E-03  0.00000E+00
       620  1.55000E+01  1.58893E+00  1.60331E+00  1.60000E+00 -4.80301E-01  1.12747E-01  0.00000E+00
       621  1.55250E+01  1.57899E+00  1.60816E+00  1.60000E+00 -4.43367E-01  2.16289E-01  0.00000E+00
       622  1.55500E+01  1.57037E+00  1.61509E+00  1.60000E+00 -3.84430E-01  3.09072E-01  0.00000E+00
       623  1.55750E+01  1.56350E+00  1.62376E+00  1.60000E+00 -3.06424E-01  3.86503E-01  0.00000E+00
       624  1.56000E+01  1.55872E+00  1.63373E+00  1.60000E+00 -2.13226E-01  4.44747E-01  0.00000E+00
       625  1.56250E+01  1.55626E+00  1.64451E+00  1.60000E+00 -1.09458E-01  4.80916E-01  0.00000E+00
       626  1.56500E+01  1.55626E+00  1.65557E+00  1.60000E+00 -2.57542E-04  4.93212E-01  0.00000E+00
       627  1.56750E+01  1.55870E+00  1.66635E+00  1.60000E+00  1.08954E-01  4.81015E-01  0.00000E+00
       628  1.57000E+01  1.56347E+00  1.67633E+00  1.60000E+00  2.12751E-01  4.44948E-01  0.00000E+00
       629  1.57250E+01  1.57033E+00  1.68500E+00  1.60000E+00  3.05991E-01  3.86801E-01  0.00000E+00
       630  1.57500E+01  1.57894E+00  1.69194E+00  1.60000E+00  3.84051E-01  3.09456E-01  0.00000E+00
       631  1.57750E+01  1.58888E+00  1.69680E+00  1.60000E+00  4.43053E-01  2.16748E-01  0.00000E+00
       632  1.58000E+01  1.59964E+00  1.69934E+00  1.60000E+00  4.80055E-01  1.13270E-01  0.00000E+00
       633  1.58250E+01  1.61070E+00  1.69943E+00  1.60000E+00  4.93186E-01  4.15868E-03  0.00000E+00
       634  1.58500E+01  1.62150E+00  1.69708E+00  1.60000E+00  4.81806E-01 -1.05148E-01  0.00000E+00
       635  1.58750E+01  1.63151E+00  1.69239E+00  1.60000E+00  4.46517E-01 -2.09211E-01  0.00000E+00
       636  1.59000E+01  1.64024E+00  1.68559E+00  1.60000E+00  3.89073E-01 -3.02871E-01  0.00000E+00
       637  1.59250E+01  1.64724E+00  1.67704E+00  1.60000E+00  3.12327E-01 -3.81491E-01  0.00000E+00
       638  1.59500E+01  1.65218E+00  1.66715E+00  1.60000E+00  2.20091E-01 -4.41171E-01  0.00000E+00
       639  1.59750E+01  1.65480E+00  1.65641E+00  1.60000E+00  1.16931E-01 -4.78949E-01  0.00000E+00
       640  1.60000E+01  1.65498E+00  1.64536E+00  1.60000E+00  7.96651E-03 -4.92947E-01  0.00000E+00
       641  1.60250E+01  1.65270E+00  1.63454E+00  1.60000E+00 -1.01392E-01 -4.82458E-01  0.00000E+00
       642  1.60500E+01  1.64809E+00  1.62449E+00  1.60000E+00 -2.05710E-01 -4.48024E-01  0.00000E+00
       643  1.60750E+01  1.64137E+00  1.61572E+00  1.60000E+00 -2.99807E-01 -3.91353E-01  0.00000E+00
       644  1.61000E+01  1.63287E+00  1.60865E+00  1.60000E+00 -3.79021E-01 -3.15257E-01  0.00000E+00
       645  1.61250E+01  1.62302E+00  1.60363E+00  1.60000E+00 -4.39426E-01 -2.23514E-01  0.00000E+00
       646  1.61500E+01  1.61230E+00  1.60093E+00  1.60000E+00 -4.78022E-01 -1.20674E-01  0.00000E+00
       647  1.61750E+01  1.60125E+00  1.60066E+00  1.60000E+00 -4.92884E-01 -1.18289E-02  0.00000E+00
       648  1.62000E+01  1.59041E+00  1.60285E+00  1.60000E+00 -4.83241E-01  9.76148E-02  0.00000E+00
       649  1.62250E+01  1.58033E+00  1.60739E+00  1.60000E+00 -4.49578E-01  2.02199E-01  0.00000E+00
       650  1.62500E+01  1.57150E+00  1.61404E+00  1.60000E+00 -3.93597E-01  2.96721E-01  0.00000E+00
       651  1.62750E+01  1.56437E+00  1.62248E+00  1.60000E+00 -3.18085E-01  3.76498E-01  0.00000E+00
       652  1.63000E+01  1.55928E+00  1.63230E+00  1.60000E+00 -2.26798E-01  4.37578E-01  0.00000E+00
       653  1.63250E+01  1.55650E+00  1.64299E+00  1.60000E+00 -1.24265E-01  4.76933E-01  0.00000E+00
       654  1.63500E+01  1.55615E+00  1.65404E+00  1.60000E+00 -1.55646E-02  4.92607E-01  0.00000E+00
       655  1.63750E+01  1.55825E+00  1.66489E+00  1.60000E+00  9.39080E-02  4.83812E-01  0.00000E+00
       656  1.64000E+01  1.56271E+00  1.67500E+00  1.60000E+00  1.98713E-01  4.51000E-01  0.00000E+00
       657  1.64250E+01  1.56929E+00  1.68387E+00  1.60000E+00  2.93653E-01  3.95803E-01  0.00000E+00
       658  1.64500E+01  1.57768E+00  1.69107E+00  1.60000E+00  3.74021E-01  3.20954E-01  0.00000E+00
       659  1.64750E+01  1.58746E+00  1.69623E+00  1.60000E+00  4.35823E-01  2.30168E-01  0.00000E+00
       660  1.65000E+01  1.59813E+00  1.69910E+00  1.60000E+00  4.75981E-01  1.27944E-01  0.00000E+00
       661  1.65250E+01  1.60917E+00  1.69954E+00  1.60000E+00  4.92470E-01  1.93568E-02  0.00000E+00
       662  1.65500E+01  1.62004E+00  1.69751E+00  1.60000E+00  4.84471E-01 -9.01849E-02  0.00000E+00
       663  1.65750E+01  1.63018E+00  1.69314E+00  1.60000E+00  4.52420E-01 -1.95224E-01  0.00000E+00
       664  1.66000E+01  1.63911E+00  1.68662E+00  1.60000E+00  3.97914E-01 -2.90552E-01  0.00000E+00
       665  1.66250E+01  1.64636E+00  1.67829E+00  1.60000E+00  3.23661E-01 -3.71445E-01  0.00000E+00
       666  1.66500E+01  1.65160E+00  1.66856E+00  1.60000E+00  2.33350E-01 -4.33890E-01  0.00000E+00
       667  1.66750E+01  1.65455E+00  1.65791E+00  1.60000E+00  1.31458E-01 -4.74788E-01  0.00000E+00
       668  1.67000E+01  1.65506E+00  1.64688E+00  1.60000E+00  2.30377E-02 -4.92107E-01  0.00000E+00
       669  1.67250E+01  1.65312E+00  1.63600E+00  1.60000E+00 -8.65253E-02 -4.84976E-01  0.00000E+00
       670  1.67500E+01  1.64882E+00  1.62582E+00  1.60000E+00 -1.91785E-01 -4.53765E-01  0.00000E+00
       671  1.67750E+01  1.64237E+00  1.61685E+00  1.60000E+00 -2.87511E-01 -4.00026E-01  0.00000E+00
       672  1.68000E+01  1.63410E+00  1.60953E+00  1.60000E+00 -3.68957E-01 -3.26425E-01  0.00000E+00
       673  1.68250E+01  1.62441E+00  1.60423E+00  1.60000E+00 -4.32087E-01 -2.36620E-01  0.00000E+00
       674  1.68500E+01  1.61378E+00  1.60120E+00  1.60000E+00 -4.73768E-01 -1.35065E-01  0.00000E+00
       675  1.68750E+01  1.60275E+00  1.60060E+00  1.60000E+00 -4.91926E-01 -2.67905E-02  0.00000E+00
       676  1.69000E+01  1.59186E+00  1.60245E+00  1.60000E+00 -4.85626E-01  8.28280E-02  0.00000E+00
       677  1.69250E+01  1.58165E+00  1.60668E+00  1.60000E+00 -4.55172E-01  1.88324E-01  0.00000E+00
       678  1.69500E+01  1.57263E+00  1.61306E+00  1.60000E+00 -4.02112E-01  2.84444E-01  0.00000E+00
       679  1.69750E+01  1.56525E+00  1.62127E+00  1.60000E+00 -3.29092E-01  3.66420E-01  0.00000E+00
       680  1.70000E+01  1.55988E+00  1.63092E+00  1.60000E+00 -2.39745E-01  4.30194E-01  0.00000E+00
       681  1.70250E+01  1.55677E+00  1.64152E+00  1.60000E+00 -1.38509E-01  4.72604E-01  0.00000E+00
       682  1.70500E+01  1.55609E+00  1.65255E+00  1.60000E+00 -3.03968E-02  4.91543E-01  0.00000E+00
       683  1.70750E+01  1.55787E+00  1.66345E+00  1.60000E+00  7.92257E-02  4.86057E-01  0.00000E+00
       684  1.71000E+01  1.56201E+00  1.67368E+00  1.60000E+00  1.84908E-01  4.56434E-01  0.00000E+00
       685  1.71250E+01  1.56832E+00  1.68275E+00  1.60000E+00  2.81406E-01  4.04149E-01  0.00000E+00
       686  1.71500E+01  1.57649E+00  1.69019E+00  1.60000E+00  3.63936E-01  3.31793E-01  0.00000E+00
       687  1.71750E+01  1.58609E+00  1.69564E+00  1.60000E+00  4.28397E-01  2.42958E-01  0.00000E+00
       688  1.72000E+01  1.59667E+00  1.69882E+00  1.60000E+00  4.71578E-01  1.42047E-01  0.00000E+00
       689  1.72250E+01  1.60769E+00  1.69959E+00  1.60000E+00  4.91308E-01  3.40691E-02  0.00000E+00
       690  1.72500E+01  1.61860E+00  1.69789E+00  1.60000E+00  4.86593E-01 -7.55976E-02  0.00000E+00
       691  1.72750E+01  1.62887E+00  1.69382E+00  1.60000E+00  4.57712E-01 -1.81486E-01  0.00000E+00
       692  1.73000E+01  1.63798E+00  1.68758E+00  1.60000E+00  4.06107E-01 -2.78341E-01  0.00000E+00
       693  1.73250E+01  1.64548E+00  1.67947E+00  1.60000E+00  3.34342E-01 -3.61362E-01  0.00000E+00
       694  1.73500E+01  1.65099E+00  1.66991E+00  1.60000E+00  2.45985E-01 -4.26431E-01  0.00000E+00
       695  1.73750E+01  1.65425E+00  1.65936E+00  1.60000E+00  1.45416E-01 -4.70316E-01  0.00000E+00
       696  1.74000E+01  1.65510E+00  1.64835E+00  1.60000E+00  3.76249E-02 -4.90839E-01  0.00000E+00
