iStep Time x y z Wx Wy Wz
       231  5.77500E+00  1.55554E+00  1.64812E+00  1.60000E+00 -7.39531E-02  4.92122E-01  0.00000E+00
       232  5.80000E+00  1.55636E+00  1.65923E+00  1.60000E+00  3.66597E-02  4.96290E-01  0.00000E+00
       233  5.82500E+00  1.55962E+00  1.66988E+00  1.60000E+00  1.45456E-01  4.75901E-01  0.00000E+00
       234  5.85000E+00  1.56515E+00  1.67955E+00  1.60000E+00  2.47052E-01  4.31980E-01  0.00000E+00
       235  5.87500E+00  1.57268E+00  1.68776E+00  1.60000E+00  3.36433E-01  3.66695E-01  0.00000E+00
       236  5.90000E+00  1.58184E+00  1.69410E+00  1.60000E+00  4.09184E-01  2.83270E-01  0.00000E+00
       237  5.92500E+00  1.59217E+00  1.69826E+00  1.60000E+00  4.61697E-01  1.85827E-01  0.00000E+00
       238  5.95000E+00  1.60317E+00  1.70003E+00  1.60000E+00  4.91358E-01  7.91777E-02  0.00000E+00
       239  5.97500E+00  1.61428E+00  1.69933E+00  1.60000E+00  4.96664E-01 -3.13954E-02  0.00000E+00
       240  6.00000E+00  1.62497E+00  1.69618E+00  1.60000E+00  4.77390E-01 -1.40398E-01  0.00000E+00
       241  6.02500E+00  1.63469E+00  1.69076E+00  1.60000E+00  4.34512E-01 -2.42431E-01  0.00000E+00
       242  6.05000E+00  1.64298E+00  1.68332E+00  1.60000E+00  3.70149E-01 -3.32461E-01  0.00000E+00
       243  6.07500E+00  1.64941E+00  1.67423E+00  1.60000E+00  2.87488E-01 -4.06043E-01  0.00000E+00
       244  6.10000E+00  1.65368E+00  1.66394E+00  1.60000E+00  1.90615E-01 -4.59538E-01  0.00000E+00
       245  6.12500E+00  1.65557E+00  1.65297E+00  1.60000E+00  8.43101E-02 -4.90303E-01  0.00000E+00
       246  6.15000E+00  1.65498E+00  1.64185E+00  1.60000E+00 -2.61682E-02 -4.96805E-01  0.00000E+00
       247  6.17500E+00  1.65195E+00  1.63113E+00  1.60000E+00 -1.35350E-01 -4.78719E-01  0.00000E+00
       248  6.20000E+00  1.64663E+00  1.62135E+00  1.60000E+00 -2.37828E-01 -4.36957E-01  0.00000E+00
       249  6.22500E+00  1.63928E+00  1.61299E+00  1.60000E+00 -3.28534E-01 -3.73582E-01  0.00000E+00
       250  6.25000E+00  1.63026E+00  1.60646E+00  1.60000E+00 -4.02992E-01 -2.91727E-01  0.00000E+00
       251  6.27500E+00  1.62002E+00  1.60208E+00  1.60000E+00 -4.57525E-01 -1.95444E-01  0.00000E+00
       252  6.30000E+00  1.60906E+00  1.60008E+00  1.60000E+00 -4.89433E-01 -8.94835E-02  0.00000E+00
       253  6.32500E+00  1.59793E+00  1.60055E+00  1.60000E+00 -4.97117E-01  2.09213E-02  0.00000E+00
       254  6.35000E+00  1.58719E+00  1.60347E+00  1.60000E+00 -4.80161E-01  1.30297E-01  0.00000E+00
       255  6.37500E+00  1.57735E+00  1.60869E+00  1.60000E+00 -4.39436E-01  2.33207E-01  0.00000E+00
       256  6.40000E+00  1.56891E+00  1.61595E+00  1.60000E+00 -3.76979E-01  3.24558E-01  0.00000E+00
       257  6.42500E+00  1.56229E+00  1.62490E+00  1.60000E+00 -2.95881E-01  3.99845E-01  0.00000E+00
       258  6.45000E+00  1.55781E+00  1.63509E+00  1.60000E+00 -2.00161E-01  4.55350E-01  0.00000E+00
       259  6.47500E+00  1.55569E+00  1.64602E+00  1.60000E+00 -9.45473E-02  4.88330E-01  0.00000E+00
       260  6.50000E+00  1.55605E+00  1.65715E+00  1.60000E+00  1.57463E-02  4.97145E-01  0.00000E+00
       261  6.52500E+00  1.55885E+00  1.66793E+00  1.60000E+00  1.25260E-01  4.81355E-01  0.00000E+00
       262  6.55000E+00  1.56397E+00  1.67782E+00  1.60000E+00  2.28571E-01  4.41757E-01  0.00000E+00
       263  6.57500E+00  1.57114E+00  1.68633E+00  1.60000E+00  3.20577E-01  3.80307E-01  0.00000E+00
       264  6.60000E+00  1.58002E+00  1.69304E+00  1.60000E+00  3.96731E-01  3.00041E-01  0.00000E+00
       265  6.62500E+00  1.59017E+00  1.69763E+00  1.60000E+00  4.53264E-01  2.04927E-01  0.00000E+00
       266  6.65000E+00  1.60108E+00  1.69986E+00  1.60000E+00  4.87363E-01  9.96606E-02  0.00000E+00
       267  6.67500E+00  1.61221E+00  1.69963E+00  1.60000E+00  4.97304E-01 -1.05476E-02  0.00000E+00
       268  6.70000E+00  1.62301E+00  1.69694E+00  1.60000E+00  4.82617E-01 -1.20220E-01  0.00000E+00
       269  6.72500E+00  1.63295E+00  1.69192E+00  1.60000E+00  4.44061E-01 -2.23919E-01  0.00000E+00
       270  6.75000E+00  1.64154E+00  1.68484E+00  1.60000E+00  3.83545E-01 -3.16525E-01  0.00000E+00
       271  6.77500E+00  1.64834E+00  1.67603E+00  1.60000E+00  3.04063E-01 -3.93468E-01  0.00000E+00
       272  6.80000E+00  1.65303E+00  1.66594E+00  1.60000E+00  2.09549E-01 -4.50943E-01  0.00000E+00
       273  6.82500E+00  1.65538E+00  1.65505E+00  1.60000E+00  1.04665E-01 -4.86107E-01  0.00000E+00
       274  6.85000E+00  1.65526E+00  1.64392E+00  1.60000E+00 -5.39964E-03 -4.97214E-01  0.00000E+00
       275  6.87500E+00  1.65268E+00  1.63310E+00  1.60000E+00 -1.15196E-01 -4.83705E-01  0.00000E+00
       276  6.90000E+00  1.64777E+00  1.62311E+00  1.60000E+00 -2.19285E-01 -4.46268E-01  0.00000E+00
       277  6.92500E+00  1.64077E+00  1.61445E+00  1.60000E+00 -3.12515E-01 -3.86754E-01  0.00000E+00
       278  6.95000E+00  1.63204E+00  1.60755E+00  1.60000E+00 -3.90285E-01 -3.08105E-01  0.00000E+00
       279  6.97500E+00  1.62199E+00  1.60276E+00  1.60000E+00 -4.48753E-01 -2.14215E-01  0.00000E+00
       280  7.00000E+00  1.61113E+00  1.60030E+00  1.60000E+00 -4.85027E-01 -1.09720E-01  0.00000E+00
       281  7.02500E+00  1.60000E+00  1.60030E+00  1.60000E+00 -4.97297E-01  2.20569E-04  0.00000E+00
       282  7.05000E+00  1.58915E+00  1.60277E+00  1.60000E+00 -4.84920E-01  1.10161E-01  0.00000E+00
       283  7.07500E+00  1.57911E+00  1.60757E+00  1.60000E+00 -4.48524E-01  2.14634E-01  0.00000E+00
       284  7.10000E+00  1.57038E+00  1.61448E+00  1.60000E+00 -3.89937E-01  3.08464E-01  0.00000E+00
       285  7.12500E+00  1.56339E+00  1.62314E+00  1.60000E+00 -3.12064E-01  3.87019E-01  0.00000E+00
       286  7.15000E+00  1.55849E+00  1.63314E+00  1.60000E+00 -2.18766E-01  4.46422E-01  0.00000E+00
       287  7.17500E+00  1.55593E+00  1.64397E+00  1.60000E+00 -1.14654E-01  4.83738E-01  0.00000E+00
       288  7.20000E+00  1.55582E+00  1.65510E+00  1.60000E+00 -4.86663E-03  4.97114E-01  0.00000E+00
       289  7.22500E+00  1.55817E+00  1.66597E+00  1.60000E+00  1.05161E-01  4.85878E-01  0.00000E+00
       290  7.25000E+00  1.56287E+00  1.67606E+00  1.60000E+00  2.09978E-01  4.50603E-01  0.00000E+00
       291  7.27500E+00  1.56969E+00  1.68486E+00  1.60000E+00  3.04406E-01  3.93036E-01  0.00000E+00
       292  7.30000E+00  1.57828E+00  1.69193E+00  1.60000E+00  3.83780E-01  3.16021E-01  0.00000E+00
       293  7.32500E+00  1.58822E+00  1.69693E+00  1.60000E+00  4.44168E-01  2.23366E-01  0.00000E+00
       294  7.35000E+00  1.59902E+00  1.69961E+00  1.60000E+00  4.82572E-01  1.19646E-01  0.00000E+00
       295  7.37500E+00  1.61015E+00  1.69984E+00  1.60000E+00  4.97057E-01  9.99167E-03  0.00000E+00
       296  7.40000E+00  1.62105E+00  1.69759E+00  1.60000E+00  4.86912E-01 -1.00148E-01  0.00000E+00
       297  7.42500E+00  1.63119E+00  1.69300E+00  1.60000E+00  4.52677E-01 -2.05305E-01  0.00000E+00
       298  7.45000E+00  1.64005E+00  1.68627E+00  1.60000E+00  3.96050E-01 -3.00286E-01  0.00000E+00
       299  7.47500E+00  1.64721E+00  1.67776E+00  1.60000E+00  3.19835E-01 -3.80401E-01  0.00000E+00
       300  7.50000E+00  1.65231E+00  1.66787E+00  1.60000E+00  2.27804E-01 -4.41691E-01  0.00000E+00
       301  7.52500E+00  1.65510E+00  1.65710E+00  1.60000E+00  1.24502E-01 -4.81122E-01  0.00000E+00
       302  7.55000E+00  1.65544E+00  1.64598E+00  1.60000E+00  1.50367E-02 -4.96740E-01  0.00000E+00
       303  7.57500E+00  1.65331E+00  1.63506E+00  1.60000E+00 -9.51705E-02 -4.87759E-01  0.00000E+00
       304  7.60000E+00  1.64881E+00  1.62488E+00  1.60000E+00 -2.00660E-01 -4.54642E-01  0.00000E+00
       305  7.62500E+00  1.64218E+00  1.61595E+00  1.60000E+00 -2.96209E-01 -3.99031E-01  0.00000E+00
       306  7.65000E+00  1.63374E+00  1.60870E+00  1.60000E+00 -3.77099E-01 -3.23674E-01  0.00000E+00
       307  7.67500E+00  1.62390E+00  1.60350E+00  1.60000E+00 -4.39334E-01 -2.32302E-01  0.00000E+00
       308  7.70000E+00  1.61316E+00  1.60060E+00  1.60000E+00 -4.79839E-01 -1.29431E-01  0.00000E+00
       309  7.72500E+00  1.60204E+00  1.60015E+00  1.60000E+00 -4.96596E-01 -2.01389E-02  0.00000E+00
       310  7.75000E+00  1.59110E+00  1.60217E+00  1.60000E+00 -4.88744E-01  9.01625E-02  0.00000E+00
       311  7.77500E+00  1.58088E+00  1.60656E+00  1.60000E+00 -4.56666E-01  1.95989E-01  0.00000E+00
       312  7.80000E+00  1.57188E+00  1.61310E+00  1.60000E+00 -4.01988E-01  2.92093E-01  0.00000E+00
       313  7.82500E+00  1.56455E+00  1.62146E+00  1.60000E+00 -3.27422E-01  3.73726E-01  0.00000E+00
       314  7.85000E+00  1.55925E+00  1.63124E+00  1.60000E+00 -2.36667E-01  4.36858E-01  0.00000E+00
       315  7.87500E+00  1.55624E+00  1.64195E+00  1.60000E+00 -1.34211E-01  4.78371E-01  0.00000E+00
       316  7.90000E+00  1.55568E+00  1.65306E+00  1.60000E+00 -2.51148E-02  4.96206E-01  0.00000E+00
       317  7.92500E+00  1.55759E+00  1.66402E+00  1.60000E+00  8.52250E-02  4.89467E-01  0.00000E+00
       318  7.95000E+00  1.56187E+00  1.67429E+00  1.60000E+00  1.91339E-01  4.58506E-01  0.00000E+00
       319  7.97500E+00  1.56832E+00  1.68335E+00  1.60000E+00  2.87981E-01  4.04856E-01  0.00000E+00
       320  8.00000E+00  1.57661E+00  1.69077E+00  1.60000E+00  3.70376E-01  3.31170E-01  0.00000E+00
       321  8.02500E+00  1.58634E+00  1.69616E+00  1.60000E+00  4.34447E-01  2.41092E-01  0.00000E+00
       322  8.05000E+00  1.59702E+00  1.69928E+00  1.60000E+00  4.77012E-01  1.39071E-01  0.00000E+00
       323  8.07500E+00  1.60812E+00  1.69995E+00  1.60000E+00  4.95937E-01  3.01533E-02  0.00000E+00
       324  8.10000E+00  1.61910E+00  1.69816E+00  1.60000E+00  4.90272E-01 -8.02529E-02  0.00000E+00
       325  8.12500E+00  1.62941E+00  1.69398E+00  1.60000E+00  4.60341E-01 -1.86662E-01  0.00000E+00
       326  8.15000E+00  1.63853E+00  1.68762E+00  1.60000E+00  4.07635E-01 -2.83811E-01  0.00000E+00
       327  8.17500E+00  1.64603E+00  1.67941E+00  1.60000E+00  3.34762E-01 -3.66904E-01  0.00000E+00
       328  8.20000E+00  1.65152E+00  1.66974E+00  1.60000E+00  2.45332E-01 -4.31835E-01  0.00000E+00
       329  8.22500E+00  1.65474E+00  1.65909E+00  1.60000E+00  1.43764E-01 -4.75389E-01  0.00000E+00
       330  8.25000E+00  1.65553E+00  1.64800E+00  1.60000E+00  3.50799E-02 -4.95410E-01  0.00000E+00
       331  8.27500E+00  1.65384E+00  1.63701E+00  1.60000E+00 -7.53397E-02 -4.90892E-01  0.00000E+00
       332  8.30000E+00  1.64977E+00  1.62666E+00  1.60000E+00 -1.82024E-01 -4.62075E-01  0.00000E+00
       333  8.32500E+00  1.64350E+00  1.61747E+00  1.60000E+00 -2.79689E-01 -4.10391E-01  0.00000E+00
       334  8.35000E+00  1.63536E+00  1.60990E+00  1.60000E+00 -3.63507E-01 -3.38394E-01  0.00000E+00
       335  8.37500E+00  1.62575E+00  1.60431E+00  1.60000E+00 -4.29337E-01 -2.49649E-01  0.00000E+00
       336  8.40000E+00  1.61514E+00  1.60098E+00  1.60000E+00 -4.73926E-01 -1.48546E-01  0.00000E+00
       337  8.42500E+00  1.60405E+00  1.60008E+00  1.60000E+00 -4.95056E-01 -4.00773E-02  0.00000E+00
       338  8.45000E+00  1.59305E+00  1.60166E+00  1.60000E+00 -4.91653E-01  7.03902E-02  0.00000E+00
       339  8.47500E+00  1.58266E+00  1.60563E+00  1.60000E+00 -4.63869E-01  1.77366E-01  0.00000E+00
       340  8.50000E+00  1.57341E+00  1.61180E+00  1.60000E+00 -4.13118E-01  2.75536E-01  0.00000E+00
       341  8.52500E+00  1.56575E+00  1.61986E+00  1.60000E+00 -3.41923E-01  3.60050E-01  0.00000E+00
       342  8.55000E+00  1.56007E+00  1.62942E+00  1.60000E+00 -2.53817E-01  4.26733E-01  0.00000E+00
       343  8.57500E+00  1.55664E+00  1.63999E+00  1.60000E+00 -1.53162E-01  4.72293E-01  0.00000E+00
       344  8.60000E+00  1.55563E+00  1.65107E+00  1.60000E+00 -4.49295E-02  4.94470E-01  0.00000E+00
       345  8.62500E+00  1.55710E+00  1.66209E+00  1.60000E+00  6.55285E-02  4.92155E-01  0.00000E+00
       346  8.65000E+00  1.56097E+00  1.67251E+00  1.60000E+00  1.72736E-01  4.65475E-01  0.00000E+00
       347  8.67500E+00  1.56705E+00  1.68182E+00  1.60000E+00  2.71389E-01  4.15757E-01  0.00000E+00
       348  8.70000E+00  1.57503E+00  1.68956E+00  1.60000E+00  3.56613E-01  3.45458E-01  0.00000E+00
       349  8.72500E+00  1.58453E+00  1.69533E+00  1.60000E+00  4.24190E-01  2.58055E-01  0.00000E+00
       350  8.75000E+00  1.59507E+00  1.69887E+00  1.60000E+00  4.70767E-01  1.57869E-01  0.00000E+00
       351  8.77500E+00  1.60613E+00  1.69998E+00  1.60000E+00  4.94013E-01  4.98536E-02  0.00000E+00
       352  8.80000E+00  1.61717E+00  1.69863E+00  1.60000E+00  4.92752E-01 -6.06306E-02  0.00000E+00
       353  8.82500E+00  1.62763E+00  1.69486E+00  1.60000E+00  4.67092E-01 -1.68090E-01  0.00000E+00
       354  8.85000E+00  1.63699E+00  1.68888E+00  1.60000E+00  4.18316E-01 -2.67204E-01  0.00000E+00
       355  8.87500E+00  1.64481E+00  1.68097E+00  1.60000E+00  3.48839E-01 -3.53079E-01  0.00000E+00
       356  8.90000E+00  1.65067E+00  1.67153E+00  1.60000E+00  2.62103E-01 -4.21471E-01  0.00000E+00
       357  8.92500E+00  1.65431E+00  1.66103E+00  1.60000E+00  1.62398E-01 -4.68995E-01  0.00000E+00
       358  8.95000E+00  1.65554E+00  1.64999E+00  1.60000E+00  5.46516E-02 -4.93296E-01  0.00000E+00
       359  8.97500E+00  1.65429E+00  1.63894E+00  1.60000E+00 -5.58007E-02 -4.93158E-01  0.00000E+00
       360  9.00000E+00  1.65062E+00  1.62845E+00  1.60000E+00 -1.63485E-01 -4.68599E-01  0.00000E+00
       361  9.02500E+00  1.64473E+00  1.61902E+00  1.60000E+00 -2.63064E-01 -4.20843E-01  0.00000E+00
       362  9.05000E+00  1.63690E+00  1.61114E+00  1.60000E+00 -3.49614E-01 -3.52252E-01  0.00000E+00
       363  9.07500E+00  1.62752E+00  1.60517E+00  1.60000E+00 -4.18859E-01 -2.66223E-01  0.00000E+00
       364  9.10000E+00  1.61706E+00  1.60143E+00  1.60000E+00 -4.67374E-01 -1.67014E-01  0.00000E+00
       365  9.12500E+00  1.60602E+00  1.60010E+00  1.60000E+00 -4.92752E-01 -5.95240E-02  0.00000E+00
       366  9.15000E+00  1.59497E+00  1.60124E+00  1.60000E+00 -4.93712E-01  5.09290E-02  0.00000E+00
       367  9.17500E+00  1.58444E+00  1.60480E+00  1.60000E+00 -4.70177E-01  1.58858E-01  0.00000E+00
       368  9.20000E+00  1.57496E+00  1.61060E+00  1.60000E+00 -4.23355E-01  2.58897E-01  0.00000E+00
       369  9.22500E+00  1.56700E+00  1.61835E+00  1.60000E+00 -3.55575E-01  3.46096E-01  0.00000E+00
       370  9.25000E+00  1.56094E+00  1.62767E+00  1.60000E+00 -2.70203E-01  4.16150E-01  0.00000E+00
       371  9.27500E+00  1.55710E+00  1.63809E+00  1.60000E+00 -1.71469E-01  4.65599E-01  0.00000E+00
       372  9.30000E+00  1.55567E+00  1.64911E+00  1.60000E+00 -6.42504E-02  4.91993E-01  0.00000E+00
       373  9.32500E+00  1.55670E+00  1.66018E+00  1.60000E+00  4.61517E-02  4.94013E-01  0.00000E+00
       374  9.35000E+00  1.56015E+00  1.67074E+00  1.60000E+00  1.54263E-01  4.71565E-01  0.00000E+00
       375  9.37500E+00  1.56586E+00  1.68027E+00  1.60000E+00  2.54732E-01  4.25773E-01  0.00000E+00
       376  9.40000E+00  1.57353E+00  1.68831E+00  1.60000E+00  3.42592E-01  3.58898E-01  0.00000E+00
       377  9.42500E+00  1.58279E+00  1.69445E+00  1.60000E+00  4.13496E-01  2.74251E-01  0.00000E+00
       378  9.45000E+00  1.59318E+00  1.69839E+00  1.60000E+00  4.63926E-01  1.76016E-01  0.00000E+00
       379  9.47500E+00  1.60418E+00  1.69994E+00  1.60000E+00  4.91364E-01  6.90510E-02  0.00000E+00
       380  9.50000E+00  1.61526E+00  1.69901E+00  1.60000E+00  4.94419E-01 -4.13388E-02  0.00000E+00
       381  9.52500E+00  1.62585E+00  1.69566E+00  1.60000E+00  4.72980E-01 -1.49661E-01  0.00000E+00
       382  9.55000E+00  1.63544E+00  1.69005E+00  1.60000E+00  4.28127E-01 -2.50547E-01  0.00000E+00
       383  9.57500E+00  1.64355E+00  1.68246E+00  1.60000E+00  3.62081E-01 -3.39014E-01  0.00000E+00
       384  9.60000E+00  1.64978E+00  1.67326E+00  1.60000E+00  2.78117E-01 -4.10689E-01  0.00000E+00
       385  9.62500E+00  1.65382E+00  1.66291E+00  1.60000E+00  1.80388E-01 -4.62025E-01  0.00000E+00
       386  9.65000E+00  1.65547E+00  1.65193E+00  1.60000E+00  7.37254E-02 -4.90479E-01  0.00000E+00
       387  9.67500E+00  1.65465E+00  1.64085E+00  1.60000E+00 -3.65898E-02 -4.94632E-01  0.00000E+00
       388  9.70000E+00  1.65140E+00  1.63023E+00  1.60000E+00 -1.45089E-01 -4.74278E-01  0.00000E+00
       389  9.72500E+00  1.64588E+00  1.62059E+00  1.60000E+00 -2.46394E-01 -4.30442E-01  0.00000E+00
       390  9.75000E+00  1.63837E+00  1.61241E+00  1.60000E+00 -3.35491E-01 -3.65290E-01  0.00000E+00
       391  9.77500E+00  1.62923E+00  1.60609E+00  1.60000E+00 -4.07978E-01 -2.82049E-01  0.00000E+00
       392  9.80000E+00  1.61892E+00  1.60195E+00  1.60000E+00 -4.60270E-01 -1.84840E-01  0.00000E+00
       393  9.82500E+00  1.60795E+00  1.60019E+00  1.60000E+00 -4.89775E-01 -7.84678E-02  0.00000E+00
       394  9.85000E+00  1.59686E+00  1.60090E+00  1.60000E+00 -4.95009E-01  3.18081E-02  0.00000E+00
       395  9.87500E+00  1.58621E+00  1.60405E+00  1.60000E+00 -4.75678E-01  1.40512E-01  0.00000E+00
       396  9.90000E+00  1.57652E+00  1.60948E+00  1.60000E+00 -4.32772E-01  2.42236E-01  0.00000E+00
       397  9.92500E+00  1.56827E+00  1.61691E+00  1.60000E+00 -3.68436E-01  3.31940E-01  0.00000E+00
       398  9.95000E+00  1.56186E+00  1.62599E+00  1.60000E+00 -2.85861E-01  4.05196E-01  0.00000E+00
       399  9.97500E+00  1.55763E+00  1.63625E+00  1.60000E+00 -1.89145E-01  4.58381E-01  0.00000E+00
       400  1.00000E+01  1.55577E+00  1.64720E+00  1.60000E+00 -8.30700E-02  4.88864E-01  0.00000E+00
       401  1.00250E+01  1.55637E+00  1.65829E+00  1.60000E+00  2.71215E-02  4.95126E-01  0.00000E+00
       402  1.00500E+01  1.55942E+00  1.66897E+00  1.60000E+00  1.35967E-01  4.76854E-01  0.00000E+00
       403  1.00750E+01  1.56475E+00  1.67871E+00  1.60000E+00  2.38073E-01  4.34969E-01  0.00000E+00
       404  1.01000E+01  1.57211E+00  1.68704E+00  1.60000E+00  3.28391E-01  3.71542E-01  0.00000E+00
       405  1.01250E+01  1.58112E+00  1.69352E+00  1.60000E+00  4.02453E-01  2.89710E-01  0.00000E+00
       406  1.01500E+01  1.59135E+00  1.69786E+00  1.60000E+00  4.56584E-01  1.93524E-01  0.00000E+00
       407  1.01750E+01  1.60228E+00  1.69982E+00  1.60000E+00  4.88087E-01  8.77377E-02  0.00000E+00
       408  1.02000E+01  1.61337E+00  1.69932E+00  1.60000E+00  4.95363E-01 -2.24023E-02  0.00000E+00
       409  1.02250E+01  1.62408E+00  1.69638E+00  1.60000E+00  4.78085E-01 -1.31416E-01  0.00000E+00
       410  1.02500E+01  1.63387E+00  1.69114E+00  1.60000E+00  4.37134E-01 -2.33895E-01  0.00000E+00
       411  1.02750E+01  1.64226E+00  1.68387E+00  1.60000E+00  3.74538E-01 -3.24775E-01  0.00000E+00
       412  1.03000E+01  1.64883E+00  1.67492E+00  1.60000E+00  2.93401E-01 -3.99564E-01  0.00000E+00
       413  1.03250E+01  1.65326E+00  1.66473E+00  1.60000E+00  1.97741E-01 -4.54560E-01  0.00000E+00
       414  1.03500E+01  1.65533E+00  1.65382E+00  1.60000E+00  9.22842E-02 -4.87038E-01  0.00000E+00
       415  1.03750E+01  1.65493E+00  1.64273E+00  1.60000E+00 -1.77454E-02 -4.95382E-01  0.00000E+00
       416  1.04000E+01  1.65209E+00  1.63200E+00  1.60000E+00 -1.26894E-01 -4.79173E-01  0.00000E+00
       417  1.04250E+01  1.64694E+00  1.62216E+00  1.60000E+00 -2.29749E-01 -4.39231E-01  0.00000E+00
       418  1.04500E+01  1.63975E+00  1.61370E+00  1.60000E+00 -3.21217E-01 -3.77534E-01  0.00000E+00
       419  1.04750E+01  1.63086E+00  1.60704E+00  1.60000E+00 -3.96774E-01 -2.97135E-01  0.00000E+00
       420  1.05000E+01  1.62072E+00  1.60252E+00  1.60000E+00 -4.52686E-01 -2.02019E-01  0.00000E+00
       421  1.05250E+01  1.60983E+00  1.60035E+00  1.60000E+00 -4.86179E-01 -9.68894E-02  0.00000E+00
       422  1.05500E+01  1.59873E+00  1.60064E+00  1.60000E+00 -4.95578E-01  1.30566E-02  0.00000E+00
       423  1.05750E+01  1.58797E+00  1.60338E+00  1.60000E+00 -4.80380E-01  1.22363E-01  0.00000E+00
       424  1.06000E+01  1.57809E+00  1.60844E+00  1.60000E+00 -4.41362E-01  2.25590E-01  0.00000E+00
       425  1.06250E+01  1.56956E+00  1.61555E+00  1.60000E+00 -3.80483E-01  3.17617E-01  0.00000E+00
       426  1.06500E+01  1.56283E+00  1.62437E+00  1.60000E+00 -3.00764E-01  3.93898E-01  0.00000E+00
       427  1.06750E+01  1.55821E+00  1.63447E+00  1.60000E+00 -2.06161E-01  4.50663E-01  0.00000E+00
       428  1.07000E+01  1.55594E+00  1.64534E+00  1.60000E+00 -1.01356E-01  4.85102E-01  0.00000E+00
       429  1.07250E+01  1.55613E+00  1.65643E+00  1.60000E+00  8.47193E-03  4.95502E-01  0.00000E+00
       430  1.07500E+01  1.55877E+00  1.66722E+00  1.60000E+00  1.17878E-01  4.81341E-01  0.00000E+00
       431  1.07750E+01  1.56373E+00  1.67715E+00  1.60000E+00  2.21438E-01  4.43338E-01  0.00000E+00
       432  1.08000E+01  1.57076E+00  1.68574E+00  1.60000E+00  3.14029E-01  3.83374E-01  0.00000E+00
       433  1.08250E+01  1.57952E+00  1.69255E+00  1.60000E+00  3.91069E-01  3.04417E-01  0.00000E+00
       434  1.08500E+01  1.58957E+00  1.69727E+00  1.60000E+00  4.48739E-01  2.10374E-01  0.00000E+00
       435  1.08750E+01  1.60042E+00  1.69964E+00  1.60000E+00  4.84166E-01  1.05896E-01  0.00000E+00
       436  1.09000E+01  1.61152E+00  1.69955E+00  1.60000E+00  4.95560E-01 -3.83823E-03  0.00000E+00
       437  1.09250E+01  1.62233E+00  1.69701E+00  1.60000E+00  4.82375E-01 -1.13370E-01  0.00000E+00
       438  1.09500E+01  1.63230E+00  1.69215E+00  1.60000E+00  4.45297E-01 -2.17260E-01  0.00000E+00
       439  1.09750E+01  1.64095E+00  1.68519E+00  1.60000E+00  3.86165E-01 -3.10368E-01  0.00000E+00
       440  1.10000E+01  1.64785E+00  1.67650E+00  1.60000E+00  3.07911E-01 -3.88094E-01  0.00000E+00
       441  1.10250E+01  1.65265E+00  1.66650E+00  1.60000E+00  2.14413E-01 -4.46588E-01  0.00000E+00
       442  1.10500E+01  1.65512E+00  1.65568E+00  1.60000E+00  1.10293E-01 -4.82954E-01  0.00000E+00
       443  1.10750E+01  1.65514E+00  1.64458E+00  1.60000E+00  7.08451E-04 -4.95383E-01  0.00000E+00
       444  1.11000E+01  1.65270E+00  1.63375E+00  1.60000E+00 -1.08909E-01 -4.83252E-01  0.00000E+00
       445  1.11250E+01  1.64793E+00  1.62373E+00  1.60000E+00 -2.13123E-01 -4.47181E-01  0.00000E+00
       446  1.11500E+01  1.64105E+00  1.61502E+00  1.60000E+00 -3.06768E-01 -3.88955E-01  0.00000E+00
       447  1.11750E+01  1.63242E+00  1.60804E+00  1.60000E+00 -3.85214E-01 -3.11458E-01  0.00000E+00
       448  1.12000E+01  1.62246E+00  1.60315E+00  1.60000E+00 -4.44580E-01 -2.18531E-01  0.00000E+00
       449  1.12250E+01  1.61167E+00  1.60058E+00  1.60000E+00 -4.81926E-01 -1.14772E-01  0.00000E+00
       450  1.12500E+01  1.60057E+00  1.60046E+00  1.60000E+00 -4.95388E-01 -5.31134E-03  0.00000E+00
       451  1.12750E+01  1.58972E+00  1.60280E+00  1.60000E+00 -4.84264E-01  1.04423E-01  0.00000E+00
       452  1.13000E+01  1.57966E+00  1.60748E+00  1.60000E+00 -4.49114E-01  2.08969E-01  0.00000E+00
       453  1.13250E+01  1.57089E+00  1.61427E+00  1.60000E+00 -3.91710E-01  3.03136E-01  0.00000E+00
       454  1.13500E+01  1.56383E+00  1.62283E+00  1.60000E+00 -3.14904E-01  3.82268E-01  0.00000E+00
       455  1.13750E+01  1.55885E+00  1.63275E+00  1.60000E+00 -2.22509E-01  4.42454E-01  0.00000E+00
       456  1.14000E+01  1.55618E+00  1.64352E+00  1.60000E+00 -1.19101E-01  4.80716E-01  0.00000E+00
       457  1.14250E+01  1.55596E+00  1.65461E+00  1.60000E+00 -9.79246E-03  4.95153E-01  0.00000E+00
       458  1.14500E+01  1.55820E+00  1.66548E+00  1.60000E+00  1.00002E-01  4.85038E-01  0.00000E+00
       459  1.14750E+01  1.56279E+00  1.67558E+00  1.60000E+00  2.04834E-01  4.50891E-01  0.00000E+00
       460  1.15000E+01  1.56950E+00  1.68441E+00  1.60000E+00  2.99517E-01  3.94403E-01  0.00000E+00
       461  1.15250E+01  1.57800E+00  1.69155E+00  1.60000E+00  3.79365E-01  3.18371E-01  0.00000E+00
       462  1.15500E+01  1.58786E+00  1.69662E+00  1.60000E+00  4.40419E-01  2.26558E-01  0.00000E+00
       463  1.15750E+01  1.59861E+00  1.69939E+00  1.60000E+00  4.79641E-01  1.23507E-01  0.00000E+00
